0,1,2,3,4,5,6,7,8,9
conspiracykingdotcom,UCHMwjHAXC0x8_fVJIidZdqg,11400.0,2887274,130,5,True,2013-01-17,,2021-06-04
Conspiracy Lie,UCq_XQE8_mpV7oHwy93cAIeA,2935.0,312622,407,2,False,2016-08-13,2020-11-15,2019-03-01
Constitutional Rights PAC,UClxljDDlzzQOTawO8gwpFyQ,64.0,7529,17,0,True,2013-04-22,,2020-05-13
Constitution Man,UC0dH7ervRb_DZmWaLV8gRCQ,2640.0,1309771,34,0,True,2006-08-25,,2021-02-28
CONTAGIONNEWSdotcom,UCqRZbFRrjZgP8dqVcT06nyQ,280.0,947597,48,0,True,2010-07-24,,2021-03-15
Contemplatix,UC6cDXyI1xmx2FnKqBwFmrCg,968.0,591775,53,0,True,2011-03-15,,2020-12-20
Contemporary Political Podcast Collective,UCaYPux77881FCiYN1qN_59w,26.0,1282,20,0,True,2020-08-26,,2020-12-06
Contend Global,UCdfW7BXewHRcSPUeh1445LA,9600.0,1706429,276,2,False,2008-04-26,,2021-04-09
ContraMentiras,UCVi3DKqU1xfjUY8cfujy4Cg,9.0,1786,2,0,False,2010-02-28,,2019-03-01
ContraPoints,UCNvsIonJdJ5E4EXMa65VYpA,964000.0,39830308,28,1,True,2011-02-04,,2020-07-14
Contrasistema hd,UCgfPfwwDUaZ5YYzOXyvAu3g,38.0,4786,9,0,True,2017-04-23,,2020-11-11
Contrdicting911,UClnqKKhtasJWJmNokZrhhgQ,83.0,29763,25,0,True,2012-07-18,,2020-09-13
Controcultura,UC9lxKRFYW_CgnY4mAMi0sfQ,340.0,1197358,58,0,False,2006-06-05,,2019-03-01
Controversial Media,UCkH-IaEmq5oCxQYosHUzMTw,281.0,77117,2,0,True,2018-07-14,,2020-01-13
Controversia TV,UCQL6QQUO9vQ9OSS9Tl8Qc-w,861.0,88574,39,0,True,2013-06-12,,2020-11-11
Conversations That Matter,UC3S-Zc7cwIFv0eNGs4ZaRyQ,22900.0,1874924,382,0,True,2009-05-06,,2020-12-07
ConveyTawheed,UC8bPexmKbTINS7As-NEnzYA,274.0,22974,45,3,False,2011-01-23,,2019-03-01
COOCHIE-PUNCH 5000,UC8zVWdbRjX6jBZVtu3BxFqg,7.0,489,8,4,True,2020-09-12,2020-11-03,2020-10-12
COOCHIE-PUNCH 5000,UCFmYVahurJWWFcmeAR1gcQg,18.0,1247,10,9,False,2020-10-26,2021-05-24,2021-03-29
CoolCoolan TV,UCdcdbLmK1WxK9Twqyr5uLSA,0.0,44832,198,2,True,2012-07-03,,2020-09-24
coolmichael0000,UCxiy5_DQ7gib7NfS-X8dlag,3703.0,7008536,452,2,True,2008-07-29,,2019-03-01
Cool Racoon TV,UCZVVy9cKTDS3byBfkvgO3Rg,30.0,11476,5,0,False,2018-01-15,,2019-03-01
CoordinadoraLeon,UCnW17Id-3iqHgDQqEL6jsPQ,15.0,138056,7,0,False,2010-04-13,,2019-03-01
corbettreport,UC7TvL4GlQyMBLlUsTrN_C4Q,559000.0,92935560,1766,1744,True,2007-06-15,2021-04-09,2021-02-26
Corbett Report Extras,UCM6EbmEFrTbrQ_31bUx5h3w,80100.0,6708896,276,275,False,2016-01-22,2021-07-28,2021-07-16
Corey Gil-Shuster,UCc4iogeOUXNw1RZSNTOlMeg,144000.0,60828341,964,0,True,2010-07-21,,2019-11-27
Corey's Digs,UCbdo4fY3kJTLllYguw9ELZA,31900.0,601014,126,1,True,2018-06-26,,2020-04-25
Corie1995,UCA3mBlNlfApwCUot6VGGZKA,42.0,15229,40,0,True,2010-01-09,,2020-09-06
Corinna Miazga MdB,UCsLN1bEfDJoZOs8udTwHatQ,42400.0,4515365,84,0,True,2017-05-28,,2019-12-17
Corneliu Codreanu,UCP3G1N-BhIQnQZtwPKyapvg,54.0,27768,1,0,False,2017-05-05,2020-04-22,2020-01-13
Corona Airlines,UCRticAWd_RrKZ1OQZdJBPqA,10.0,741,8,0,True,2011-09-27,,2020-07-13
CoronavirusPlushie,UC75t1UIYkvgcI8I6PmqhLpQ,1290.0,68758,97,92,True,2020-02-13,2020-12-25,2020-10-31
Corporals Corner,UCX1ztT76CZfs29aGK9Nn7_A,452000.0,53498473,399,0,False,2009-07-11,,2020-12-02
corradogirli,UCBqz4byEk80AG4Xsp6Y1W5w,1178.0,1867511,19,1,True,2006-12-26,,2019-03-01
Correcting History,UCZsmXFvHByE7I3jufnK1FSg,15.0,4778,97,81,False,2017-05-10,2019-06-05,2019-03-01
Correct The Record,UCZvm1vYbnVZ2th-qah_fIAw,0.0,1553201,229,0,False,2014-02-28,,2019-03-01
CorruptionCripples,UCT3rfJi-XqefJlC1BrjuTHA,13100.0,13084288,100,0,True,2011-07-30,,2020-07-25
Corvo Germaniae,UCDhKZ-mM1kvw7OWQLNhQVxA,171.0,1387,2,0,True,2019-05-24,,2021-05-17
Cory A. Starchuk,UCl6vZSp_R5teybNOvtJCNuA,461.0,78602,408,1,True,2007-05-24,,2019-09-20
cory openheimer,UCZMAuxY_vkukIzezCq_d4Dw,3.0,1439,4,1,False,2016-08-05,,2019-03-01
C.O.'s Archive,UCSqex3U62Sr6MmLqcdsr0HQ,1990.0,400525,74,0,True,2016-03-12,,2020-04-30
cosmotonerecords,UC9JyHPc3KgXdVzUN83Pku8g,2438.0,3243497,936,5,True,2008-01-01,,2019-03-01
Costarican fashwave,UCQLgiovCq2XB0rc42O-2hnQ,26.0,6712,2,0,True,2019-09-15,,2020-09-19
costra88,UClwwePhcrWwU3tZe2JzA5JA,17634.0,37197758,62,0,False,2006-12-06,,2019-03-01
Count Dankula,UC7SeFWZYFmsm1tqWxfuOTPQ,552531.0,61440762,254,57,True,2015-08-23,,2021-06-22
Count Dankula 2 : Electric Boogaloo,UCRLO8HU2LWaMH6mjbQ1falQ,137000.0,5158156,153,0,True,2017-01-09,,2020-01-22
CounterCurrentsTV,UC94FYUJYBqq4CHPhfJUCxDw,7173.0,417286,331,7,False,2012-01-04,2019-06-05,2019-03-01
Counter Intuitive,UCoa13Ar4m-HjBCsr7sE9TQw,1060.0,102417,32,0,True,2019-08-15,,2021-06-04
CounterjihadNow,UCMTcHUdYbCXUYOCTph9Lznw,9.0,5208,2,0,True,2010-03-05,,2020-11-11
Counterpoints,UC9bnvsu0ZYzNFijp6mWLUjQ,556.0,11393,260,3,False,2018-03-15,,2020-01-22
Counterpropaganda2020,UCjq9LngxKKLBwmXN--SU4zw,2580.0,78132,111,111,False,2020-06-15,2020-10-05,2020-08-13
CountySheriffProject,UCO5UXRc8LWgoHd1gZF8ZFLg,1780.0,226292,21,0,True,2011-12-24,,2020-01-24
Courtney Lynn,UCnod8z34XM1DUlvv783qUHQ,76.0,1255,24,1,False,2009-05-17,,2019-03-01
Court of Owls,UCKXbnmRNzO8AJKYQQPCcQ_g,45.0,1730,4,0,True,2019-05-07,,2020-06-22
CovertAction Magazine,UC-zGV4r8Dtvj6hjr65SIDyg,461.0,13738,68,0,True,2017-07-24,,2021-01-21
CovertHypnosis4U,UCtgMYCubLQPj6BI6w--MV4A,3130.0,2209218,41,0,True,2009-04-09,,2020-09-27
Covert News Network,UC7A1KDFAuaXCK2-a0mWUsrQ,223.0,5407,5,0,False,2017-03-09,,2019-03-01
Covexit News and Analysis,UChsuq2uAwfsUK707FocaT8Q,8020.0,463701,43,0,True,2020-03-29,,2021-05-18
Covid-19 / Myter och fakta - Myths and facts,UCarSBJ6PFC8_6oFJ9pwvqvQ,349.0,6500,201,0,True,2020-04-25,,2020-05-20
COVID-19: The Great Reset,UCSYRvWGcm0UF4j91_rBEWmQ,175.0,615,20,0,True,2017-02-17,,2020-11-07
Coyote Communications Inc.,UC4XcvivEBNAvR50o8PbF1Yw,0.0,638,8,0,False,2017-04-03,,2019-03-01
crab_aesthetics,UCTJ2usQABszvtPQGgf8NTZA,62.0,5956,13,0,True,2008-05-09,,2020-12-20
Cracker Jack,UCj7SoeD6gmgpHdX9A1z4RPA,184.0,1685,4,0,False,2018-05-09,,2019-03-01
CrackinFilms,UCUNgxRhkSP5IOu0OZjXmuwA,3360.0,986827,11,0,True,2011-09-26,,2020-04-18
Craig Bodeker,UChNXjQ2xXdME4I0lPJ6j7Ow,1090.0,395530,42,0,True,2006-05-29,,2019-12-26
Craig Kelly,UCUqxF7eLyZOSYMLhS1WUgAQ,1290.0,70456,29,0,True,2019-09-16,,2021-06-25
crayonscribble,UCA0LvFVEGETCUMRgHR5UUjQ,54100.0,41455379,153,0,True,2009-11-27,,2020-09-26
crazytglo,UCOn9No8mORb4Hpmk2_0kvxQ,3.0,16946,6,0,True,2006-12-13,,2021-01-10
crazy Videos,UCsl3Rv0vUYcj29gslJP6YSg,373.0,98362,29,0,False,2018-02-18,2019-10-05,2019-03-01
Creative Loafing Atlanta,UC7x2HiZVLbd1FrpNH1GMNhQ,1106.0,1275344,335,0,False,2008-06-04,,2019-03-01
Creative Name,UCn5IW0AF65150SNZcAshAxQ,211.0,5527,9,9,False,2017-08-31,2020-08-25,2020-05-16
Creativity Perspective,UCkYAaCoSqL-Q8qUhVagxVgg,230.0,14484,41,6,False,2016-01-14,2019-06-05,2019-03-01
CreativityWashington,UCZp3hqZcoS_YgP-vzMPj2Fw,27.0,4029,1,1,False,2009-12-15,2021-03-07,2019-03-01
Creepypastas Everywhere,UCkDF5-NG0jlPwt0PTzgBM2A,6327252.0,797767103,422,0,True,2013-08-03,,2019-03-01
Crenshaw Inc,UCFuIZpclr_2DAuHAa7iLXwQ,7929.0,1801712,387,0,False,2011-09-13,,2019-03-01
Crimebodge,UCUSL8poMxM_uXWzWExJaY-w,120199.0,13294145,103,0,True,2014-08-25,,2019-03-01
Crime ≠ Politics,UCda97bUPPK53IXsRhilt-3g,1650.0,1508465,86,0,True,2011-01-02,,2021-03-23
Crime Reports PJW,UCi_qSZxk_FcecZ_t6cuUvvA,132.0,8301,80,0,True,2019-12-03,,2019-12-27
CriminalZionists,UCic_jyRBT_s_CJaQFh6X0SA,225.0,1192,2,0,True,2010-06-15,,2021-02-16
Cringe Panda,UC4tdmudt4NIR0w9wlVr-tew,8169.0,2074699,32,6,True,2012-12-09,,2021-01-26
Crisis of Democracy Ireland,UCd7Qa6jVa7HTLLQ8ORs0mfQ,652.0,64056,16,0,True,2017-11-06,,2020-12-03
Crissy Clara,UC5ywloIbjA9GI3A45CC_8JQ,51.0,8354,94,0,True,2018-03-05,,2019-03-01
Cristi Clujeanul,UCVnitomtUsnSZvsB5dNUAVA,843.0,546882,44,0,True,2011-02-17,,2020-10-03
CRITICAL CONDITION,UC_N4L2B-g2hZ9OPVdkmthGw,31549.0,844590,82,2,True,2008-10-15,,2019-03-01
Critical Truth,UCzknu7DBTFeAgLNyQf9HgHw,4410.0,2224785,145,12,False,2015-01-21,2019-06-05,2019-03-01
Critiqued,UCOXF9FtCXuWriMxW8qVjPtQ,55154.0,100499,108,36,False,2011-03-04,2020-08-20,2019-03-01
Cro1970x,UCEb9J03NUMWkAt6qE_bV34A,515.0,1093578,21,1,True,2009-04-09,,2019-03-01
Crossroads with JOSHUA PHILIPP,UCG8yy4W8nBbTle9YSpCqXeg,137000.0,7118213,614,19,True,2019-03-07,,2021-06-25
Cross the Rubicon,UCZIWfCAbw2yPornxn_KTWZw,6416.0,228795,590,512,False,2018-09-11,,2021-07-28
Crossway,UCfO5jI4DPGScH5LH8KKa4Fg,16000.0,2993549,1329,1,True,2008-04-18,,2020-05-16
Crowdsource the Truth 3,UC8UYR0Ex3oXPw1GZ8O--vYw,5550.0,278965,183,42,True,2020-12-24,2021-06-05,2021-05-03
Crowdsource the Truth 5,UC2lcaABsK-5OFfYb6P9nP3Q,3420.0,125866,63,0,True,2021-06-14,,2021-08-07
Crucea Ortodoxă,UCK67LMcqFin_bFCUC3Rxhew,296.0,260289,16,0,True,2010-09-06,,2020-10-21
Crucem Sanctam Subiit Alleluia,UCaUsSM-5qGXzsM5vaElwudA,324.0,57477,35,0,True,2016-04-15,,2020-11-05
Crucible Media tv,UC8ZUoyNWhziXBtJ-HZ97ZRw,3652.0,730545,45,2,True,2008-05-20,,2019-03-01
CrusadersTemplarV,UCzPzE4r9rpfWXmJSkTHQYOA,75.0,21385,4,0,True,2007-12-28,,2021-02-21
crutley2,UCuACv5WwrW6Y6qTv3EVtPkA,2030.0,4234181,90,0,True,2006-10-29,,2020-02-24
Crying ཀ_ཀ Libtards,UC80fojDs6KzC14YiHJ08KiQ,156.0,16121,23,0,True,2016-03-06,,2020-06-23
crypto,UCOCWGB3foNfeISK3icByoSQ,66.0,25756,1,1,False,2019-03-19,2020-07-27,2020-04-18
Crysta,UC2NVm3TiCRHwtc3i7vn_5RA,,15750972,67,0,True,2013-04-13,,2021-01-03
Csaba81,UCbhuknM4gQX8IpEAPYuKKDQ,536.0,2562997,179,0,True,2006-07-16,,2019-03-01
CSAMilitia,UCNmBBqMmO_wmZopeohKkFrQ,199.0,110296,9,0,True,2009-05-31,,2020-01-02
cspam12345,UCisieEce6mIkaMNYVrLn6yA,178.0,664004,41,0,True,2007-10-31,,2020-09-14
CSPOA dotORG,UCDxezrEnbaWVVa7sYWp1McQ,1090.0,37429,20,0,True,2012-10-23,,2020-01-24
CSR Official,UC3RJRWAGXt5_8te52Cuf3kA,562.0,60586,124,9,True,2018-03-16,,2020-01-10
C T,UCFVf_ACP5I8VF5VsmSDQ8tQ,2830.0,15757,86,2,False,2013-11-17,,2020-02-24
CT Freedom Alliance,UCa-JoSVUkeyGElwVffMH2QA,48.0,1053,24,0,True,2020-08-23,,2020-11-24
CTRLPew,UCH73VCNIkYR6Eh6idYtpjqQ,33700.0,2342335,67,0,True,2019-08-25,,2021-03-05
Cubbies Edits,UCKNSatFoE-a5-BQH6_Iz6VA,29900.0,12006319,433,318,True,2016-07-25,,2021-03-15
Cuck Philosophy,UCSkzHxIcfoEr69MWBdo0ppg,101167.0,3655170,39,0,False,2017-10-23,,2019-03-01
CulBlanc,UC8z3ui8xmAqSCO_qL0Y087w,533.0,458418,150,1,True,2008-10-21,,2019-03-01
Cult,UCsl3tatK5gSdtWNwcf3Bjwg,4.0,496,7,0,False,2014-07-12,,2019-03-01
Cultural Hegelianism,UCwntaeEG_uVBAlm-oGrQRqw,167.0,7269,130,38,True,2019-05-02,2020-11-23,2020-09-13
Cultura Revisionista,UCrM-6-0BEGBVBZFGhQVOFjQ,79.0,678,5,0,True,2019-12-03,,2020-11-11
Culture At War,UC7gOh_hohGoVGMRMAfcp7Dg,335.0,31191,9,0,True,2017-09-14,,2021-01-25
Cultured Thug,UCm620nr1wzMoH1wYQpYpRiQ,1103.0,11333,54,6,False,2019-02-25,2019-06-05,2019-03-01
Culture Wars,UCW7uhx0exB6uCTiOwK6Sghg,6338.0,85584,12,12,False,2019-05-06,2020-07-06,2020-04-01
Culture Wars II: onionweed,UCmhBaws8gpm41TtVhAxWE5A,8.0,878,10,0,True,2019-10-31,,2020-06-18
CuoriNeriWebTV,UCMETYu8VppKPt6zyZYHBFoA,605.0,258197,4,1,False,2012-02-12,2020-06-11,2019-03-01
CuriousCat89,UCC-qyNYEc2wH_4ECX03v2yQ,8.0,2342,1,1,True,2019-12-27,2021-03-22,2020-09-22
Current Paradigm,UC7tIKLT3MGfeh8AaRxGMy6Q,1501.0,604350,37,0,True,2010-06-23,,2019-03-01
Cursed Videos Inc.,UCDOoNiG6GRGR0Wi9EHWr_iw,20.0,5894,98,1,True,2017-10-13,,2019-03-01
custer muster,UCw6mBll7I29HdcB22G60meg,3.0,370,11,1,True,2016-07-15,,2019-03-01
Cutie Pie,UC4iUaJYL5Hgn65eidYUnnWA,0.0,32134,28,0,True,2012-11-11,,2020-11-06
CutMyFlix,UC00I9-YPmgolQ7gBm65sbag,992.0,325817,85,0,True,2011-04-17,,2020-09-27
CVMCoNews.com @ Christian Video Media Coalition,UCisjViRg-_Yk4QLXjtQH1Mg,10495.0,1851045,248,0,False,2011-07-01,,2019-03-01
CWConnect,UCcMaEy03JduXj8CnoKg0h_g,48700.0,1488828,228,6,True,2018-09-20,,2021-02-24
cwk Junior,UCczkgHmaF4mB03knOOxv-tQ,24.0,2238,6,6,False,2012-04-29,2019-12-16,2019-03-01
cxrdz,UCAAMjbWhWzL4hfag057sJZQ,77.0,3249,28,1,True,2013-11-25,,2019-03-01
Cyanide543,UCsZjouAyRiOu7qAwfYxnhTg,39.0,18090,7,0,True,2012-01-18,,2020-09-19
Cyber Monk,UCRiQPLkTbRXwVuoeRNjJohg,0.0,1301655,507,1,False,2018-02-09,2019-10-05,2019-03-01
~ C Y B E R N Δ Z I ~,UCMyNq0FL1mJCElgboQXL-Pg,13093.0,2024806,27,27,False,2015-11-12,2019-06-05,2019-03-01
Cyber Tron,UClrTZoQNACm_r1-iQAjykAg,1.0,779,1,0,False,2017-02-08,,2019-03-01
cyberWMG,UCAZCGMBi-JphG9TbwwTkN5w,44.0,46761,9,2,False,2009-03-10,,2019-03-01
Cynical Cynic,UCpwcQGBxHBuHix12USSwENQ,1991.0,881382,47,0,False,2017-07-10,,2019-03-01
Cyno,UCIVhN8OqgGkoKrM4X_y0D0w,729.0,38835,28,0,False,2018-06-18,,2019-03-01
CypressRage,UCBLpR-yb5wIgggx3yi2soVg,14.0,1215,10,0,True,2017-12-06,,2020-10-20
Cyrasasable,UC6XxreWIhj0qnG3FtGvzjOA,1305.0,2246873,4,0,False,2011-02-04,,2019-03-01
cyraxandflyraxx,UCFLlHzaQS0yzDBomuiBWjdg,13811.0,9708578,52,0,False,2009-04-24,,2019-03-01
Czarnkowskie Piwo,UCy1mFaY2-8lAJjLoEAllUQQ,325.0,447775,21,0,True,2010-07-11,,2019-03-01
d00ft,UC4PFKOp-QYyx5hUCl4M1oag,682.0,267879,3,0,True,2009-02-04,,2021-06-04
D3monation,UCqeEwMdUSq46zDnEkr-xLdg,748.0,5061,55,1,True,2011-10-10,,2021-07-27
Dabathhouse,UCDmrwF_IjZEkcfZSmzwBtRw,7120.0,4849647,110,0,True,2007-09-01,,2020-01-21
dabog14,UCGgEm6fnPANvGYcMc9YeXcg,550.0,851780,15,3,False,2009-02-13,2019-10-31,2019-03-01
Daddy Dragon,UCGc5gvCwLDl6hh9iCrlDDow,24100.0,4107246,710,696,False,2018-01-23,2021-02-01,2020-07-30
Daemonlinks,UCyH88ORsb360fGG1vvlIkWg,2830.0,1428632,37,1,True,2012-03-16,,2020-11-23
Dafydd Humphreys,UCogwMpkLankTVtmkO6ldEkA,10808.0,5724681,219,0,True,2013-12-15,,2019-03-01
DA Group Education,UCm4JkWbu0FlL4EWeGklMHPA,17600.0,2503161,50,0,True,2015-02-01,,2020-05-07
Daily Clout,UCU-FMBZNtCdSiYBgJdvJmXw,7310.0,325133,198,0,True,2016-02-21,,2021-06-09
daily crime,UCmSwnaK84jyMB4gq3q_XiMw,74.0,12584,47,8,False,2018-12-05,2019-10-18,2019-03-01
Daily Hip-Hop Network,UCDNLk3PKmJmVS--IUZvrmqA,1677.0,2073426,152,0,False,2013-12-19,,2019-03-01
Daily Islamic Reminder,UCsQ4g3tINUM3J4Tp6MpC18Q,10.0,493,1,0,False,2013-07-20,,2019-03-01
Daily Redpill,UCa0IbqeagXfqdWAJxQ7781w,929.0,325034,118,115,False,2019-06-25,2020-04-17,2019-11-27
daily stormer dot com,UCGNT6_sb5b_B7nkWQ1MwuQg,2.0,83,1,0,False,2017-03-19,,2019-03-01
DaKopp94,UC2DxH6ThCtbkdHWJvTRL3IQ,597.0,1152242,4,2,True,2009-02-26,,2019-03-01
Dakota Scofield,UC8soFtRo0vBwhh6VFiydNVg,141.0,356,6,4,True,2014-03-05,,2019-03-01
Dal Dec,UCFzxw_eSyxYiHb-ydyPtRVg,3990.0,176245,61,0,True,2014-04-19,,2020-07-11
Dame Pesos,UC7eWRnOTyqua812sDXGqiqw,32678.0,7080949,98,0,True,2015-08-23,,2019-03-01
damien058,UCfftk0CMxBZPdbloUfyBpYg,316.0,297859,75,0,True,2007-05-12,,2019-03-01
damoosebelly,UCNtSSdB3UVkwFoJcYSnEwpQ,4494.0,9490018,270,1,True,2007-06-07,,2021-07-27
Dana Ashlie,UCBizESL5Wcvcxs2eB6h0txQ,246000.0,8184812,54,0,True,2015-06-09,,2020-05-09
Dana Haubertova,UCPCRpa-HWu8_ncJvj09plqA,7490.0,2525919,120,1,True,2017-07-31,,2020-01-29
Dan Bongino,UCJuHKSaD0o7mX6jSbvisnvg,302000.0,37157855,958,2,True,2013-10-07,,2019-11-17
DanceOnOldSchool,UCZflFF35x6V0aYRHlVQbjPA,691.0,779608,14,14,False,2008-03-31,2019-10-18,2019-03-01
Dancing Dove,UCBOnBNIKxMjYKyDA32jZheg,9223.0,468336,311,17,False,2016-01-10,,2021-06-22
Dan Dicks,UCC_YjwpTVWwLEtm1GhRn16A,1120.0,13691,105,6,True,2013-06-17,,2020-08-04
DANDO CAÑA de Adoración y Liberación,UC2OST1xkjLcRlB-jqJaPddw,5200.0,98512,169,0,True,2020-01-17,,2020-11-25
Dan Eriksson,UCdoA2i8cwmS-dW2DJx1rtwQ,574.0,18267,12,0,True,2020-05-10,,2020-10-01
Dane Wigington,UC18-7qYJWAqM9eF1GvMn6Og,103000.0,13231184,457,4,True,2014-05-09,,2020-01-17
Dane Williams,UCZETpm6-n4aOR8OWYTd6cTQ,0.0,6,1,1,False,2015-11-14,2020-10-27,2020-09-27
Dangerfield,UCSkC7KNQHSSeOfRGtKgDm4A,18400.0,2199640,1287,696,False,2013-10-31,,2020-11-15
Danheim,UCLTQVYwu-M-MnfOJDKlFnOQ,192616.0,42245336,81,0,True,2016-02-23,,2019-03-01
Daniel Baker,UCBOzj16BaNl4qm5xYvpX5PA,603.0,47402,81,0,True,2014-09-09,,2021-01-16
Daniel Bostock,UCTbmiu4udJqvUuYjHT_Z_eQ,43400.0,5274309,87,0,True,2008-01-07,,2021-06-04
Daniel Díaz Carrasco,UCHrC1aMS4wpfGUkqFQLngOw,1505.0,1338881,110,1,True,2006-04-23,,2019-03-01
Danièle,UCGU2O1nwoepEyRWrJVxUUwA,0.0,425775,196,133,False,2015-12-14,2019-06-05,2019-03-01
Daniel John,UCN7Ibm6xpOhefixvxWgNaFQ,37.0,275271,66,0,True,2013-02-07,,2021-03-07
Daniel Lameiro,UCo7TG0PUM_y4Ti3Wtbj29LA,13.0,5895,2,0,False,2015-07-05,,2020-01-31
Daniel Larsson,UCFrke2zHg9BG2dmM_z9imWg,2.0,618,2,0,True,2013-05-17,,2021-02-28
Daniel Lee,UCybDwbDsJO40T019BcVRw-w,30300.0,999348,1,0,True,2019-10-23,2020-10-15,2020-10-26
Daniel Lopez,UCpLR-q8rFLe_rEAXf4PRxRg,570478.0,59220855,2430,0,True,2006-12-12,,2019-03-01
Dániel Serley,UC9sD9nU0CghhTNXjGC64FRg,197.0,71534,65,0,True,2008-09-22,,2021-06-04
Daniel Stamper,UCvz-HFrrRVbAMqnnw6eUVwA,2590.0,6201310,166,0,True,2006-11-16,,2021-04-17
Daniel Steiner,UCVCDKXqE26xe1pQKE4TnkLw,0.0,10744,6,0,False,2012-01-23,,2019-03-01
DanielTheSexiest,UCmAtDaW4jng19lDd2JVpjDQ,705.0,234896,149,1,True,2012-01-17,,2019-03-01
Daniel Toro,UCzcr-WaZKYi-RhhfhsoiTYQ,1.0,169,15,0,False,2015-01-09,,2019-03-01
Daniel V. Media,UCn1VnGzwMGHSjz6V7O-fDjA,418.0,43686,40,0,True,2015-05-02,,2021-01-20
Daniel Walker Backup,UC_C8WL5z7LDKlTqsD_bBxLQ,1250.0,10214,15,0,True,2015-10-15,,2021-01-03
Dankamir,UCsvx6iSWJAAzA_CJOE8O8iA,1627.0,710710,23,2,True,2013-10-16,,2019-03-01
danlovesmothers,UCDY5siMlEzfout1eAQ9eosw,16.0,76,29,0,False,2016-05-10,,2019-03-01
Dan Mariott,UCLOTypE8OntQbhweDNQ8s0Q,1.0,348,7,0,False,2015-03-19,,2019-03-01
Dan MHRA,UCdw4MEBtbRaId8hcdn_l2Uw,37.0,21425,1,0,True,2013-03-10,,2021-07-27
DannunzioVive,UC4K1kXCjeghva_JmbJeiNsA,781.0,888511,40,1,True,2008-07-26,,2019-03-01
Danny 1488,UCWoPKumdlQTSw1M4UPsYXzQ,414.0,21691,82,10,False,2018-08-23,2019-06-05,2019-03-01
Danny Buendgen,UCpYIKzsgM5RLcZz6XUopi6w,231.0,333,3,0,False,2019-06-08,2020-02-04,2019-03-01
Danny & Carlisle Show,UChX8CwDFmOVyRa3pzD0secA,358.0,1333,5,0,False,2019-03-01,2020-11-15,2019-03-01
Danny Frost Gaming Soundtracks UK,UCukSdzPDyKdEbjk0b9_KnZA,292.0,176716,41,3,False,2012-10-31,2020-06-11,2019-03-01
Danny Live,UCA2p_6wpuKoJYlWWQZ8p_Yw,10100.0,1082885,199,6,True,2017-02-12,,2019-12-26
Danny Stevenson,UCA-Oul_NU07-UTM_iLPxmTg,0.0,14531714,1,0,True,2010-04-09,,2020-09-19
DannyXarn,UC_CN260yKPSLcKFRpYIE2IA,192.0,167245,82,0,True,2014-01-09,,2020-09-19
Danov,UCd1Ze_UknxhxpK9Lvi5rjYw,4749.0,390200,53,1,True,2017-06-21,,2019-03-01
dan smith,UCRo8H9uCD9JoZ3sfDI4JHyQ,27.0,8349,83,0,True,2018-12-09,,2019-09-24
Dan White,UCFFlKWIcsgQfBvlaeixMO4w,25.0,3120,96,24,False,2018-02-20,2019-06-05,2019-03-01
DaphneReloaded,UCOkEtmLmlugiPN9hH8u9Zyg,15200.0,1121899,410,116,True,2017-12-26,,2021-04-10
Dar Al Quran Wa Sunnah,UCwDnU6lfwwVKdOz5dXGbPDQ,0.0,5323,96,0,False,2012-11-23,,2019-03-01
daretodissent,UC_8l-0tnFnuPJAvo6JkZlvA,2.0,123,4,0,True,2021-04-06,,2021-04-17
Dario Marletta,UCmA_q87gitCHOnFu475_6Ng,264.0,30011,149,0,True,2006-11-30,,2021-01-08
Dark Day Ministries,UCXeo5pw6L_USKvQrKHokA9Q,4610.0,268086,30,0,True,2006-07-19,,2021-03-25
Dark Docs,UCl3SuH2Ue044b7ACX1syk4A,174424.0,14039065,226,0,False,2017-09-21,,2019-03-01
Darker Than Black Records,UCPGbtHFeClFzR0VSE2nn2Bw,3476.0,527573,119,1,False,2007-11-06,2020-06-11,2019-03-01
Darkho1y,UCGbCXz_FxME-37Y6eodUwXA,18.0,56807,17,0,False,2006-05-07,,2019-03-01
DarkHorse Podcast Clips,UCAWCKUrmvK5F_ynBY_CMlIA,147000.0,17058100,573,4,True,2020-06-20,,2021-07-04
DarkMatter2525,UCLhtZqdkjshgq8TqwIjMdCQ,704330.0,127140420,198,0,False,2008-11-17,,2019-03-01
Dark Owl,UCANylNVEMwwE5oMT1Z6_8sw,9880.0,694823,78,77,False,2019-03-03,2021-04-18,2021-03-13
Dark Puppet,UC_83Y25Mgvy1maVAuBNQ7Jg,333.0,27750,32,1,True,2015-08-30,,2019-03-01
Darkstream,UCGJNdaSwFeP3pLd1MhN0dRg,33100.0,118851,112,99,False,2017-06-16,2020-09-24,2019-11-25
Darksun Above,UCMpJ6rwxyw2wHKlvjg5s0Ew,90.0,868,1,0,True,2013-12-04,,2020-09-06
DARK TRUE - NEWS WORLD CLIMATE,UCjXHMzbitrzCad0kegq15YA,154.0,19049,227,0,True,2020-01-05,,2020-11-30
Darren Edmundson,UCTC6vlTe_AMr1JwNhr49-Ug,1020.0,6183,262,259,False,2017-11-15,2021-06-10,2020-10-26
darren lennox,UCQ2qYHSCWOPEx_j-RVngSjw,205.0,171513,69,0,True,2012-09-17,,2020-01-25
Darrin McBreen,UCoGTUZHK3eQIFVQ850Lm_zA,476.0,72708,140,1,True,2013-10-30,,2019-03-01
